#OTU ID	S1903c111_10m_3	S1903c117_50m_3	S1903c118_23m_3	S1903c119_11m_3	S1903c122_28m_3	S1903c123_10m_3	S1903c124_15m_3	S1903c126_45m_3	S1903c127_7m_3	S1903c129_26m_3	S1903c144_13m_3	Las19c107_10m_3	Las19c135_5m_3	Las19c138_27m_3	S1903c111_10m_1	S1903c117_50m_1	S1903c117_50m_2	S1903c118_23m_2	S1903c119_11m_2	S1903c122_28m_1	S1903c122_28m_2	S1903c123_10m_1	S1903c123_10m_2	S1903c124_15m_1	S1903c124_15m_2	S1903c126_45m_1	S1903c126_45m_2	S1903c127_7m_1	S1903c127_7m_2	S1903c129_26m_1	S1903c129_26m_2	S1903c144_13m_2	Las19c107_10m_1	Las19c107_10m_2	Las19c135_5m_1	Las19c135_5m_2	Las19c138_27m_1
TAX_151	0	0	0	0	0	0	0	0	0	0	0	0	0	88000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	0	0	53000	0	0
TAX_152	0	241000	0	0	0	119000	0	273000	0	0	0	0	284000	1198000	117000	0	0	0	0	0	0	0	0	0	0	0	0	245000	233000	341000	216000	172000	63000	0	435000	317000	116000
TAX_153	0	64000	0	0	0	0	0	90000	0	0	0	0	0	507000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_154	0	277000	0	0	0	0	57000	123000	0	0	0	0	0	320000	60000	0	0	0	0	77000	0	0	0	0	0	0	0	0	0	88000	0	0	0	0	0	0	103000
TAX_155	0	1360000	0	82000	0	0	216000	572000	0	0	0	0	81000	1219000	396000	240000	75000	0	0	615000	248000	85000	50000	64000	0	140000	152000	194000	184000	466000	198000	75000	486000	247000	198000	156000	431000
TAX_156	0	0	0	117000	0	0	0	0	0	55000	0	0	80000	0	0	0	0	0	0	0	0	64000	0	71000	70000	0	0	0	0	0	0	0	125000	79000	0	0	0
TAX_157	0	54000	0	94000	0	0	0	149000	0	0	0	0	0	93000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_158	0	0	0	0	0	0	0	0	0	0	0	0	138000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_159	0	0	0	0	0	0	0	0	0	0	0	0	487000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_160	0	0	0	0	0	0	0	62000	0	0	0	0	0	113000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58000	0	0	0	0	0	0	64000
TAX_161	0	919000	0	309000	0	0	131000	150000	0	102000	0	0	122000	299000	803000	527000	290000	141000	345000	681000	525000	729000	583000	636000	478000	230000	213000	459000	417000	395000	309000	306000	982000	772000	333000	303000	353000
TAX_162	0	1133000	0	781000	0	60000	0	75000	0	283000	0	0	341000	403000	1035000	940000	548000	185000	781000	968000	751000	1071000	924000	1028000	890000	0	0	945000	857000	290000	238000	653000	1270000	1086000	941000	831000	118000
TAX_163	0	56000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_164	0	234000	0	128000	0	0	0	0	0	0	0	0	67000	96000	255000	407000	167000	0	500000	135000	98000	465000	342000	332000	208000	0	0	349000	268000	80000	88000	506000	865000	502000	444000	215000	0
TAX_165	0	104000	0	0	0	0	0	53000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000
TAX_166	0	141000	0	0	0	0	0	0	0	0	0	0	0	0	94000	71000	0	0	57000	0	60000	163000	126000	110000	60000	0	0	166000	151000	156000	212000	104000	194000	135000	237000	163000	134000
TAX_167	0	0	0	276000	0	0	0	0	0	0	0	0	0	0	0	152000	66000	0	55000	0	0	239000	164000	174000	128000	0	0	0	0	0	0	0	353000	193000	0	0	51000
TAX_168	0	0	0	89000	0	0	0	70000	0	0	0	0	0	50000	0	0	0	0	0	0	0	59000	53000	0	0	0	0	0	0	0	0	0	115000	68000	0	0	86000
TAX_169	0	447000	0	92000	0	0	168000	0	0	0	0	0	69000	224000	65000	0	0	0	0	103000	0	0	0	0	0	0	0	55000	56000	54000	0	77000	239000	0	0	0	0
TAX_170	0	59000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_171	0	92000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_172	0	264000	0	0	0	0	0	0	0	0	0	0	66000	59000	200000	0	0	0	0	102000	0	0	0	0	0	0	0	217000	211000	0	0	95000	52000	0	175000	227000	0
TAX_173	0	95000	0	0	0	0	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51000	0	0	61000	0	0	0	203000
TAX_174	0	398000	0	195000	0	0	0	0	0	94000	0	0	0	0	124000	172000	56000	0	113000	199000	0	184000	162000	287000	265000	0	0	102000	67000	0	0	67000	315000	114000	61000	0	0
TAX_175	0	63000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_176	0	50000	0	0	0	0	73000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121000
TAX_177	0	101000	0	0	0	0	84000	0	0	0	0	0	0	0	136000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106000
TAX_178	0	56000	0	0	0	0	147000	0	0	0	0	0	0	0	54000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319000
TAX_179	0	251000	0	66000	0	0	0	1687000	0	387000	0	0	0	115000	0	0	0	0	0	0	0	0	0	0	0	115000	119000	0	0	0	0	0	146000	92000	0	0	372000
TAX_180	0	94000	0	0	0	0	0	592000	0	156000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59000	0	0	0	167000
TAX_181	0	0	0	0	0	0	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_182	0	252000	0	214000	56000	0	0	749000	0	268000	0	0	482000	327000	79000	0	0	0	0	93000	128000	0	0	0	0	55000	62000	0	0	79000	106000	0	0	0	0	0	249000
TAX_183	0	392000	0	141000	183000	88000	0	480000	0	550000	0	54000	1864000	763000	0	0	0	0	0	0	61000	0	0	0	0	0	0	0	0	65000	85000	57000	0	0	141000	0	195000
TAX_184	0	101000	0	0	0	0	0	145000	0	112000	0	0	109000	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93000
TAX_185	0	685000	0	107000	0	0	0	2015000	0	686000	0	0	555000	1518000	98000	0	0	0	0	74000	160000	0	0	0	0	145000	190000	0	0	178000	218000	0	0	0	0	0	784000
TAX_186	242000	1352000	145000	1187000	382000	472000	202000	1370000	116000	1414000	271000	129000	1388000	1364000	800000	253000	103000	63000	74000	822000	1007000	177000	116000	144000	119000	491000	482000	79000	97000	759000	885000	73000	403000	352000	310000	106000	1275000
TAX_187	95000	519000	51000	454000	157000	182000	84000	547000	0	544000	82000	73000	525000	503000	324000	93000	50000	0	0	332000	410000	66000	51000	0	50000	188000	167000	0	0	284000	360000	0	140000	134000	100000	0	499000
TAX_188	0	0	0	0	0	0	0	204000	0	0	0	0	0	77000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98000
TAX_189	0	0	0	0	0	0	0	63000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_190	0	1056000	0	373000	104000	75000	0	1749000	0	1606000	0	0	1527000	1133000	157000	0	0	0	0	138000	217000	0	0	0	0	68000	58000	0	0	100000	153000	0	62000	64000	69000	0	639000
TAX_191	0	51000	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_192	0	1949000	0	537000	129000	98000	112000	2821000	0	1016000	52000	0	2957000	3009000	487000	0	0	0	0	439000	725000	0	0	0	0	427000	426000	0	0	894000	1312000	0	114000	119000	0	0	1645000
TAX_193	0	270000	0	0	0	0	0	546000	0	112000	0	0	1370000	663000	0	0	0	0	0	50000	81000	0	0	0	0	0	0	0	0	89000	125000	0	0	0	0	0	169000
TAX_194	0	1385000	0	1011000	627000	78000	237000	1679000	0	1205000	111000	0	1355000	1488000	609000	56000	0	0	0	825000	1003000	62000	50000	54000	0	564000	574000	0	0	654000	852000	0	255000	203000	99000	0	1312000
TAX_195	0	0	0	0	0	0	0	556000	0	0	0	0	0	75000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142000
TAX_196	0	0	0	0	0	0	0	0	0	71000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_197	0	0	0	0	0	0	0	0	0	52000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_198	0	129000	0	0	0	0	129000	0	0	0	0	0	0	53000	56000	0	0	0	0	60000	0	0	0	0	0	0	0	0	0	66000	0	0	70000	0	0	0	184000
TAX_199	0	147000	0	0	0	0	67000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52000	253000	0	0	0	723000
TAX_200	0	0	0	0	0	0	55000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51000
TAX_201	0	0	0	0	0	0	77000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_202	0	69000	0	65000	0	0	0	101000	0	51000	59000	0	76000	76000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59000
TAX_203	0	0	0	0	0	0	0	88000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199000
TAX_204	0	67000	0	0	0	0	0	177000	0	0	0	0	0	114000	0	0	0	0	0	0	73000	0	0	0	0	0	0	81000	76000	113000	272000	229000	0	0	237000	140000	328000
TAX_205	0	0	0	0	0	0	0	126000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108000
TAX_206	0	77000	0	0	0	0	0	0	0	0	0	0	72000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54000
TAX_207	0	0	0	0	0	0	0	286000	0	0	0	0	0	142000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000
TAX_208	0	0	0	2553000	0	169000	0	459000	0	1041000	0	0	0	0	0	0	0	0	0	0	0	78000	69000	57000	53000	0	0	0	0	0	0	0	82000	59000	0	0	0
TAX_209	0	0	0	165000	0	74000	0	158000	0	112000	0	0	0	98000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_210	0	0	0	101000	0	0	0	77000	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_211	0	0	0	2660000	0	409000	0	687000	0	1188000	77000	0	59000	0	0	0	0	0	0	0	0	70000	57000	58000	0	0	0	0	0	0	0	0	115000	87000	0	0	62000
TAX_212	0	57000	0	264000	0	0	0	275000	0	145000	0	0	126000	151000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74000
TAX_213	0	0	0	114000	0	50000	0	117000	0	56000	0	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_214	0	0	0	378000	0	133000	0	399000	0	226000	83000	0	248000	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55000	0	0	0	0	0
TAX_215	0	0	0	183000	0	0	0	362000	0	73000	0	0	73000	92000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51000
TAX_216	0	0	0	163000	0	75000	0	151000	0	86000	67000	0	92000	64000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_217	0	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	90000	0	0	0	0	0	0	0	0	0	117000	111000	0	0	68000	93000	0	100000	0	0	0	1081000
TAX_218	0	718000	0	980000	124000	193000	91000	2154000	0	456000	250000	0	545000	1566000	81000	63000	0	0	0	57000	56000	0	0	51000	0	102000	109000	0	0	119000	139000	0	126000	88000	0	0	541000
TAX_219	0	95000	0	91000	0	51000	0	131000	0	70000	58000	0	124000	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69000
TAX_220	0	50000	0	53000	0	0	0	147000	0	0	0	0	0	87000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_221	0	1124000	0	816000	424000	140000	155000	1281000	0	530000	377000	0	865000	1121000	174000	85000	0	0	0	257000	262000	0	0	0	0	215000	195000	0	51000	261000	257000	81000	107000	82000	90000	0	882000
TAX_222	0	225000	0	172000	0	59000	0	394000	0	97000	87000	0	137000	378000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174000
TAX_223	0	488000	0	491000	220000	352000	60000	587000	0	380000	386000	0	596000	513000	0	104000	0	0	0	91000	99000	0	0	0	0	72000	71000	0	0	97000	100000	70000	95000	102000	64000	0	406000
TAX_224	0	370000	0	277000	163000	91000	0	425000	0	192000	154000	0	339000	395000	0	0	0	0	0	68000	79000	0	0	0	0	65000	53000	0	0	86000	76000	0	0	0	0	0	278000
TAX_225	0	0	0	234000	0	0	0	134000	0	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_226	0	0	0	235000	0	0	0	187000	0	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_227	0	240000	0	0	0	0	119000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56000	0	0	59000	0	0	0	271000
TAX_228	0	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90000
TAX_229	0	227000	0	0	0	0	0	0	0	0	0	0	0	57000	0	0	0	0	0	62000	0	0	0	0	0	0	0	0	0	63000	0	0	0	0	0	0	128000
TAX_230	0	166000	0	0	0	0	0	0	0	0	0	0	0	0	92000	0	0	0	0	124000	153000	0	0	0	0	80000	102000	0	0	103000	140000	0	77000	55000	0	0	61000
TAX_231	0	211000	0	0	0	0	107000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114000
TAX_232	0	62000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_233	0	97000	0	0	0	0	64000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_234	0	316000	0	0	0	0	183000	0	0	0	0	0	0	53000	77000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105000	0	0	0	164000
TAX_235	0	150000	0	0	0	0	94000	0	0	0	0	0	0	0	0	0	0	0	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52000	87000
TAX_236	0	88000	0	0	0	0	54000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63000
TAX_237	0	166000	0	0	0	0	145000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105000
TAX_238	0	52000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65000	0	0	0	0
TAX_239	0	225000	0	0	0	0	157000	0	0	0	0	0	0	70000	0	0	0	0	0	64000	0	0	0	0	0	0	0	75000	0	50000	0	0	62000	0	0	0	149000
TAX_240	0	565000	0	0	0	0	443000	90000	0	0	0	0	0	156000	110000	0	0	0	0	152000	0	0	0	0	0	0	0	0	52000	117000	0	82000	127000	0	0	73000	344000
TAX_241	0	336000	0	0	0	0	244000	0	0	0	0	0	0	87000	53000	0	0	0	0	85000	0	0	0	0	0	0	0	0	0	69000	0	62000	78000	0	0	0	217000
TAX_242	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_243	0	76000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_244	0	63000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_245	0	128000	0	0	0	0	126000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54000
TAX_246	0	51000	0	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_247	0	271000	0	0	0	0	193000	58000	0	0	0	0	0	72000	61000	0	0	0	0	91000	0	0	0	0	0	0	0	54000	50000	59000	0	77000	116000	0	0	74000	144000
TAX_248	0	140000	0	0	0	0	116000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54000	56000	0	0	0	112000
TAX_249	0	125000	0	0	0	0	88000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91000
TAX_250	0	85000	0	0	0	0	52000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_251	0	51000	0	0	0	0	75000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_252	0	93000	0	0	0	0	55000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_253	0	0	0	0	0	0	81000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_254	0	76000	0	0	0	0	67000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000
TAX_255	0	103000	0	0	0	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61000
TAX_256	0	162000	0	0	0	0	101000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74000
TAX_257	0	55000	0	0	0	0	71000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76000
TAX_258	0	69000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_259	0	252000	0	0	0	0	167000	0	0	0	0	0	0	57000	51000	0	0	0	0	73000	0	0	0	0	0	0	0	0	0	50000	0	0	83000	0	0	0	95000
TAX_260	0	109000	0	0	0	0	86000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58000
TAX_261	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_262	0	74000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_263	0	0	0	0	0	0	57000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59000
TAX_264	0	53000	0	0	0	0	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65000
TAX_265	0	514000	0	0	0	0	177000	64000	0	0	0	0	0	85000	66000	0	0	0	0	115000	0	0	0	0	0	0	0	263000	256000	77000	0	516000	94000	0	162000	329000	221000
TAX_266	0	1251000	0	185000	0	0	1151000	509000	0	0	0	0	191000	759000	563000	385000	235000	248000	164000	882000	91000	84000	65000	191000	178000	177000	166000	655000	581000	457000	156000	569000	784000	278000	378000	670000	889000
TAX_267	0	481000	0	0	0	0	366000	75000	0	0	0	0	0	117000	106000	61000	0	65000	0	162000	0	0	0	0	0	0	0	62000	0	127000	0	125000	152000	0	0	93000	308000
TAX_268	0	179000	0	0	0	0	118000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96000
TAX_269	0	117000	0	0	0	0	72000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84000
TAX_270	0	0	0	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_271	0	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_272	0	87000	0	0	0	0	96000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_273	0	59000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_274	0	0	0	0	0	0	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_275	0	117000	0	0	0	0	80000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000
TAX_276	0	63000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_277	0	0	0	0	0	0	61000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_278	0	53000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_279	0	62000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_280	0	289000	0	0	0	0	77000	0	0	0	0	0	0	0	134000	89000	0	0	0	195000	242000	64000	0	0	0	149000	174000	137000	108000	214000	239000	168000	101000	83000	242000	167000	233000
TAX_281	0	1965000	0	0	0	0	231000	0	0	0	0	0	0	116000	911000	457000	230000	210000	265000	1830000	1752000	358000	236000	274000	161000	720000	755000	795000	726000	1111000	1271000	392000	647000	423000	891000	723000	1197000
TAX_282	0	76000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72000	0	0	0	0	0	0	104000
TAX_283	0	157000	0	0	0	0	70000	0	0	0	0	0	0	0	83000	0	0	104000	0	120000	261000	0	0	0	0	277000	320000	0	0	298000	596000	0	0	0	0	0	173000
TAX_284	0	72000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88000
TAX_285	0	2456000	0	1644000	0	0	143000	422000	0	312000	0	0	240000	1225000	1864000	1894000	1515000	626000	1835000	2297000	1119000	1692000	1542000	2045000	1955000	74000	68000	2172000	2130000	1379000	712000	2086000	2287000	1920000	2062000	2207000	1593000
TAX_286	0	1374000	0	917000	0	0	0	1328000	0	371000	75000	0	965000	1608000	195000	376000	178000	0	220000	371000	378000	358000	221000	242000	196000	0	0	323000	294000	285000	317000	449000	582000	400000	533000	353000	387000
TAX_287	0	2156000	0	992000	0	0	80000	166000	0	151000	0	0	408000	354000	945000	1230000	766000	358000	1005000	1369000	350000	1149000	1013000	1509000	1366000	0	0	1380000	1273000	550000	213000	1318000	2152000	1486000	1311000	1465000	988000
TAX_288	0	418000	0	587000	0	167000	0	0	0	283000	0	0	101000	95000	56000	214000	131000	0	207000	62000	100000	657000	588000	514000	463000	0	0	57000	0	0	0	56000	697000	658000	67000	51000	0
TAX_289	0	55000	0	0	0	0	0	0	0	0	0	0	0	0	53000	0	0	0	0	0	0	55000	0	0	0	0	0	0	0	0	80000	0	0	74000	0	0	140000
TAX_290	0	0	0	0	0	0	0	151000	0	0	0	0	0	95000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_291	0	0	0	0	0	0	0	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_292	0	1721000	0	522000	0	0	0	2116000	0	95000	0	0	75000	1111000	589000	635000	336000	0	460000	770000	1057000	1496000	1094000	1144000	846000	87000	82000	567000	550000	697000	1150000	646000	1526000	1169000	946000	720000	2091000
TAX_293	0	0	0	0	0	0	0	0	0	0	0	0	0	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_294	0	567000	0	0	0	0	287000	163000	0	0	0	0	0	52000	172000	146000	70000	0	0	200000	0	55000	0	68000	60000	97000	106000	0	0	217000	86000	102000	554000	171000	0	0	1360000
TAX_295	0	226000	0	0	0	0	54000	0	0	0	0	0	0	0	121000	80000	0	0	0	110000	55000	71000	0	78000	0	0	0	52000	0	101000	0	85000	210000	90000	69000	60000	661000
TAX_296	0	59000	0	134000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_297	0	4030000	0	1780000	0	171000	136000	3414000	0	969000	84000	0	1285000	3606000	2830000	2550000	1521000	404000	2214000	3373000	3343000	2683000	2181000	2232000	1694000	396000	460000	2570000	2549000	2702000	2763000	1966000	3263000	2818000	3300000	2794000	3098000
TAX_298	0	76000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_299	0	122000	0	0	0	0	0	89000	0	0	0	0	0	81000	0	0	0	0	0	70000	58000	0	0	0	0	0	0	0	0	0	0	0	85000	0	55000	0	64000
TAX_300	0	0	0	0	0	85000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAX_301	0	63000	0	0	0	0	0	56000	0	0	0	0	0	58000	55000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81000	0	0	0	0	0	0	145000
TAX_302	0	204000	0	0	0	0	79000	197000	0	0	0	0	0	197000	146000	82000	0	54000	0	128000	0	0	0	0	0	80000	71000	0	0	236000	123000	0	184000	77000	50000	0	360000
